"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"875","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","7.8 mi south of MEX Hwy 1 on road to San Isidro",31.31667,-116.33333,1983-05-10,"GBIF","UCR","UCR","UCR",NA,4853,"2422372569","Barry A. Prigge; David S. Verity, D.C. Michener","4510",1983-05-10,NA,NA,NA,NA,0,NA,1,"specimen"
"876","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","24 Km al E de Mision San Borja, Sierra La Libertad",28.841667,-113.675,1978-03-28,"GBIF","IBUNAM","IBUNAM","IBUNAM","MEXU",2859,"1895558652","Kevin C. Nixon",NA,1978-03-28,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"877","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island; north side in Palm Grove",29.1594,-118.318,2000-06-06,"GBIF","UCR","UCR","UCR","UCR",4853,"2629852001","Jon P. Rebman",NA,2000-06-06,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"878","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island; in head of north fork, Barrack Cañon, just below bench.",29.14583,-118.3125,1957-12-14,"GBIF","SD","SD","SD",NA,4760,"2424807566","Reid Moran","6441",1957-12-14,"KCN",NA,NA,NA,0,NA,1,"specimen"
"879","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","Cañón San Simón, 5 Km above mouth",30.491667,-115.758333,1977-10-11,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1893391696","R. Moran",NA,1977-10-11,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"880","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","9 mi E of Mision San Borja, in Cañon La Borreguera, Sa La Libertad Mts",28.79,-113.591667,1977-12-18,"GBIF","CNS-UT","CNS-UT","CNS-UT","TEX",2075,"1895410548","K. C. Nixon; C. P. Cowan",NA,1977-12-18,"K. C. Nixon; J. M. Poole",NA,NA,NA,0,NA,1,"specimen"
"881","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island; in head of north fork, Barrack Cañon, just below bench.",29.14583,-118.3125,1957-12-14,"GBIF","SD","SD","SD",NA,4760,"2424807645","Reid Moran","6442",1957-12-14,NA,NA,NA,NA,0,NA,1,"specimen"
"882","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","mexico",0,"N","N",NA,"Mexico","Baja California",NA,"One with Q. agrifolia at edge of valley near El Pedregal, 51/2 km south of Tecate.",32.5166667,-116.6166667,1978-07-22,"MO","MO","MO","MO",NA,267,NA,"Reid  Moran","26225",1978-07-22,"D.E. Breedlove,",1985-01-01,NA,0,0,NA,1,"specimen"
"883","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","en un chaparral en la ladera oeste a 1 Km al SSO de San Antonio de Las Minas.",31.95825,-116.65825,1979-03-31,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1894069917","Reid Moran",NA,1979-03-31,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"884","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","en una ladera rocosa cercana a la mina San Juan",28.716694,-113.633444,1960-03-25,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1894069986","Reid Moran",NA,1960-03-25,"J. M. Tucker",NA,NA,NA,0,NA,1,"specimen"
"885","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","mexico",0,"N","N",NA,"Mexico","Baja California",NA,"About 5.5 km south on Highway 3 to Ensenada near El Podugal, south of Tecate",32.516667,-116.616667,1985-06-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426439696","Thorne, Robert F.; Wisura, Walter","61153",1985-06-01,"Rebman & Vanderplank",2015-01-01,NA,NA,0,NA,1,"specimen"
"886","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","North of Erendira, south of Punta Cabras and north of Punta San Isidro; in a canyon near the coast",31.33472,-116.40694,2012-03-20,"GBIF","SD","SD","SD",NA,4760,"2424807230","Jon Rebman; S. Vanderplank, et al.","22827",2012-03-20,NA,NA,NA,NA,0,NA,1,"specimen"
"887","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island, near middle of north end.",29.166667,-118.3125,1971-05-19,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430098755","Reid V. Moran","18387",1971-05-19,NA,NA,NA,NA,0,NA,1,"specimen"
"888","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island.",29.0285,-118.2689,1938-11-12,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629865537","L.  W. Walker",NA,1938-11-12,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"889","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island, tributary to North Twin Canyon and 2 miles east of Mt. Augusta.",29.1125,-118.283333,1967-05-02,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430111441","Reid V. Moran","13788",1967-05-02,NA,NA,NA,NA,0,NA,1,"specimen"
"890","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","mexico",0,"N","N",NA,"Mexico","Baja California",NA,"South of Tecate: About 5.5 km south on Hwy 3 to Ensenada near El Podrigal.",32.516667,-116.616667,1985-06-07,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430112343","Robert F. Thorne, Walter Wisura","61155",1985-06-07,NA,NA,NA,NA,0,NA,1,"specimen"
"891","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island; steep slope at head of Esparsa Canyon, just southeast of Mt. Augusta.",29.1,-118.30417,1988-03-29,"GBIF","SD","SD","SD",NA,4760,"2424807811","Reid Moran","31008",1988-03-29,NA,NA,NA,NA,0,NA,1,"specimen"
"892","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","El Potrero. (El Rosario Arroyo)",30.17965,-115.56094,2009-05-10,"GBIF","SD","SD","SD",NA,4760,"2424806922","Sula Vanderplank; Sergio Mata","90510-15",2009-05-10,NA,NA,NA,NA,0,NA,1,"specimen"
"893","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","Arroyo de la Mina de Santa Marta, Sierra San Borja",28.758333,-113.625,1962-06-09,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1893391679","R. Moran",NA,1962-06-09,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"894","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island. Head of north fork, Barrack Cañon, just below bench.",29.1458,-118.312,1957-12-14,"GBIF","US","US","US","Botany",4885,"1317771966","R. V. Moran","6441",1957-12-14,NA,NA,NA,NA,0,NA,1,"specimen"
"895","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Upper west fork of Barracks Canyon, Guadalupe Island",29.15,-118.3125,1960-01-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426439723","Moran, Reid","7834",1960-01-01,"Rebman & Vanderplank",2015-01-01,NA,NA,0,NA,1,"specimen"
"896","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","en una ladera rocosa cercana a la mina San Juan",28.716694,-113.633444,1960-03-25,"GBIF","BNHM-UCB","BNHM-UCB","BNHM-UCB","UC",3159,"1894069850","Reid Moran",NA,1960-03-25,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"897","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island",29.02548,-118.28457,1938-11-12,"GBIF","SD","SD","SD",NA,4760,"2424807817","L. W. Walker","s.n.",1938-11-12,"Frank F. Gander",NA,NA,NA,0,NA,1,"specimen"
"898","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","en una comunidad de chaparral a lo largo de un camino abandonado 3 Km al SSO del rancho de La Cruz",31.954028,-116.6,1981-09-06,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1894069958","Reid Moran",NA,1981-09-06,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"899","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island; north fork, Barrack Cañon, just below bench.",29.14583,-118.3125,1957-12-14,"GBIF","SD","SD","SD",NA,4760,"2424807710","Reid Moran","6443",1957-12-14,NA,NA,NA,NA,0,NA,1,"specimen"
"900","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","9 mi E de Mision San Borja en el Monumento de La Libertad",28.6538898945168,-113.662269326272,1977-12-19,"GBIF","IBUNAM","IBUNAM","IBUNAM","MEXU",2859,"1895558661","Kevin C. Nixon",NA,1977-12-19,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"901","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island, head of arroyo below gray peak, east of West Anchorage.",28.9792,-118.2792,1970-04-16,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629929551","Reid Moran",NA,1970-04-16,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"902","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island. In canyon. North end of island.",29.15809,-118.31696,2010-05-05,"GBIF","SD","SD","SD",NA,4760,"2424807625","Sula Vanderplank; Jon Rebman, Steve Junak, Tom Oberbauer, Bart O'Brien, Alan Harper, Julio Montoya.","100505-15",2010-05-05,NA,NA,NA,NA,0,NA,1,"specimen"
"903","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","NW slope of Cerro de la Mina de San Juan, Sierra San Borja",28.725,-113.641667,1960-03-25,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1893391731","R. Moran",NA,1960-03-25,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"904","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Isla Guadalupe N side in Palm Grove",29.15,-118.316667,2000-06-06,"GBIF","CIBNOR","CIBNOR","CIBNOR","HCIB",625,"2629868851","Rebman",NA,2000-06-06,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"905","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","El Mirador, south of Bajamar, about 25 km NNW of Ensenada on Hwy-1 near Salsipuedes",31.98333,-116.81667,1973-05-12,"GBIF","UCR","UCR","UCR",NA,4853,"2422399051","June Latting","s.n.",1973-05-12,NA,NA,NA,NA,0,NA,1,"specimen"
"906","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island. In canyon. North end of island.",29.15809,-118.31696,2010-05-05,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"2629920179","Sula Vanderplank",NA,2010-05-05,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"907","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island; in arroyo tributary to North Twin Canyon and 2.0 miles east of Mt. Augusta.",29.10243,-118.28748,1967-05-02,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"2629833225","Reid Moran",NA,1967-05-02,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"908","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","en una ladera rocosa cercana a la mina San Juan",28.716694,-113.633444,1960-03-25,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1894069874","Reid Moran",NA,1960-03-25,"J. M. Tucker",NA,NA,NA,0,NA,1,"specimen"
"909","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Guadalupe Island, near middle of north end.",29.1667,-118.313,1971-05-19,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629927650","Reid Moran",NA,1971-05-19,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"910","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","mexico",0,"N","N",NA,"Mexico","Baja California",NA,"summit N of Santo Tomas",31.5997,-116.4265,NA,"GBIF","SBBG","SBBG","SBBG","SBBG",4756,"2629846046","C. H. Muller",NA,NA,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"911","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","mexico, powo",0,"N","N",NA,"Mexico","Baja California",NA,"Tributary to North Twin Canyon and 2 miles east of Mt. Augusta, Guadalupe Island",29.1125,-118.283333,1967-05-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426439759","Moran, Reid","13789",1967-05-01,"Rebman & Vanderplank",2015-01-01,NA,NA,0,NA,1,"specimen"
"912","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","north of Erendira, south of Punta Cabras and north of Punta San Isidro, in a canyon near the coast",31.33469,-116.407,2012-03-20,"GBIF","UCR","UCR","UCR",NA,4853,"2422483041","Jon P. Rebman; Sula Vanderplank, et al.","22827",2012-03-20,NA,NA,NA,NA,0,NA,1,"specimen"
"913","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","mexico",0,"N","N",NA,"Mexico","Baja California",NA,"summit north of Santo Tomas",31.5987,-116.3996,1959-06-01,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"2629855400","C. H. Muller",NA,1959-06-01,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"914","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Ensenada","En el cañón Arce en el rancho de La Cruz",31.966667,-116.599917,1985-06-15,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"1894069826","Claire Brey",NA,1985-06-15,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
